               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.037137,            0.040817,           0.0068392,             0.91331,             0.86255,             0.94484,             0.65655,            0.031586,            0.021489,           0.0041435,           0.0056236,           0.0056236,           0.0056236
                 161,            0.036598,            0.038498,           0.0067758,             0.91412,             0.86785,             0.95019,             0.67572,            0.030435,            0.021323,           0.0041439,           0.0055819,           0.0055819,           0.0055819
                 162,            0.035292,            0.036263,           0.0071963,             0.88539,              0.8787,             0.94512,             0.67751,            0.030032,            0.021144,           0.0041455,           0.0055403,           0.0055403,           0.0055403
                 163,            0.034876,            0.041867,           0.0063173,             0.88604,             0.87429,             0.94328,             0.68867,            0.029285,            0.021211,           0.0041883,           0.0054987,           0.0054987,           0.0054987
                 164,             0.03526,            0.036284,           0.0066201,             0.90252,              0.8665,             0.94748,             0.67474,            0.031979,             0.02166,           0.0041096,           0.0054571,           0.0054571,           0.0054571
                 165,            0.034624,            0.039935,           0.0059397,             0.90638,             0.87571,              0.9446,             0.70117,            0.029651,            0.021197,           0.0040598,           0.0054157,           0.0054157,           0.0054157
                 166,             0.03343,            0.041776,            0.006267,             0.91706,             0.88217,             0.94251,             0.69287,            0.028393,            0.020921,           0.0039908,           0.0053743,           0.0053743,           0.0053743
                 167,            0.035347,            0.039096,           0.0072363,             0.91404,             0.87447,              0.9355,             0.69038,            0.028374,             0.02045,            0.003943,           0.0053329,           0.0053329,           0.0053329
                 168,            0.033388,            0.038151,           0.0060122,             0.89136,             0.87725,             0.93005,             0.68328,            0.028683,             0.02047,           0.0038717,           0.0052917,           0.0052917,           0.0052917
                 169,            0.034061,            0.037615,            0.006112,              0.8799,             0.89772,             0.93037,             0.65714,            0.030924,             0.02101,           0.0038141,           0.0052505,           0.0052505,           0.0052505
                 170,            0.036162,             0.03579,           0.0076269,             0.86764,             0.90177,              0.9279,             0.65511,            0.030301,            0.020923,           0.0038079,           0.0052094,           0.0052094,           0.0052094
                 171,              0.0352,            0.043751,           0.0064307,             0.90604,             0.88699,              0.9382,             0.68178,            0.030007,            0.020698,           0.0038234,           0.0051684,           0.0051684,           0.0051684
                 172,            0.034606,            0.039579,           0.0060048,             0.90162,             0.89664,             0.94276,             0.69229,             0.02939,            0.020439,           0.0038472,           0.0051274,           0.0051274,           0.0051274
                 173,            0.033402,            0.035761,           0.0058884,             0.91089,             0.90206,             0.94909,             0.69853,            0.029459,            0.020225,           0.0038569,           0.0050866,           0.0050866,           0.0050866
                 174,            0.033719,            0.040105,           0.0064817,             0.90709,             0.91972,             0.95346,             0.71402,             0.02745,            0.019875,           0.0038719,           0.0050459,           0.0050459,           0.0050459
                 175,            0.032549,            0.038126,           0.0054648,             0.90828,             0.92554,             0.95248,             0.70436,            0.027356,            0.019672,           0.0038817,           0.0050052,           0.0050052,           0.0050052
                 176,            0.030782,             0.03125,           0.0062758,             0.89942,             0.93321,             0.95465,             0.70826,             0.02767,            0.019733,           0.0038829,           0.0049647,           0.0049647,           0.0049647
                 177,            0.035428,            0.037141,           0.0062364,             0.86412,             0.93968,             0.95681,             0.62419,            0.034955,            0.021055,            0.003872,           0.0049243,           0.0049243,           0.0049243
                 178,            0.036937,            0.035554,           0.0060979,             0.87643,              0.9377,              0.9538,             0.68532,             0.02923,            0.020291,           0.0039548,            0.004884,            0.004884,            0.004884
                 179,            0.035431,            0.039097,           0.0064052,             0.92796,             0.89949,             0.95903,             0.69127,            0.028206,            0.020297,           0.0040653,           0.0048439,           0.0048439,           0.0048439
                 180,            0.031507,            0.035989,           0.0062362,             0.92057,             0.89393,             0.95405,             0.69063,            0.028647,            0.020218,           0.0041091,           0.0048038,           0.0048038,           0.0048038
                 181,            0.032741,            0.038115,           0.0063068,             0.84264,             0.93753,             0.94174,             0.68649,            0.028609,             0.02004,           0.0040765,           0.0047639,           0.0047639,           0.0047639
                 182,             0.03346,            0.035241,           0.0062253,             0.90812,             0.91961,             0.96023,             0.69867,            0.027764,            0.019974,           0.0040455,           0.0047242,           0.0047242,           0.0047242
                 183,            0.031161,            0.034767,           0.0061483,             0.94403,             0.91426,             0.96454,             0.71849,             0.02668,            0.019752,           0.0039478,           0.0046845,           0.0046845,           0.0046845
                 184,            0.031227,            0.035023,           0.0064487,              0.9421,             0.90342,             0.96334,             0.72166,            0.026353,            0.019687,           0.0038562,            0.004645,            0.004645,            0.004645
                 185,            0.033068,            0.033638,           0.0064712,             0.93763,             0.89605,             0.96279,             0.71963,             0.02724,             0.01966,           0.0037656,           0.0046057,           0.0046057,           0.0046057
                 186,            0.031679,            0.038146,           0.0061633,              0.9367,             0.90527,             0.96234,             0.72392,            0.026257,            0.019618,           0.0036651,           0.0045665,           0.0045665,           0.0045665
                 187,            0.031618,            0.037149,           0.0061722,             0.91175,              0.9268,             0.95505,             0.70909,            0.026765,            0.019605,            0.003593,           0.0045275,           0.0045275,           0.0045275
                 188,             0.03325,            0.038481,            0.006313,             0.88733,             0.91762,             0.94869,             0.70778,            0.027515,            0.019517,           0.0035359,           0.0044886,           0.0044886,           0.0044886
                 189,            0.033275,            0.037989,           0.0063767,             0.88181,             0.93154,             0.95234,             0.71803,            0.027032,             0.01936,           0.0034926,           0.0044499,           0.0044499,           0.0044499
                 190,             0.03283,            0.033601,           0.0061092,             0.90802,             0.89466,             0.94753,              0.7209,            0.027762,            0.019458,           0.0034735,           0.0044114,           0.0044114,           0.0044114
                 191,            0.032157,            0.035461,           0.0052624,              0.9102,             0.88881,             0.95364,             0.69991,            0.029245,            0.019778,           0.0034859,           0.0043731,           0.0043731,           0.0043731
                 192,            0.033615,            0.039307,           0.0058451,             0.93621,             0.89268,             0.96458,             0.71327,            0.027585,            0.019748,           0.0035148,           0.0043349,           0.0043349,           0.0043349
                 193,            0.033366,            0.036894,           0.0060062,             0.92546,             0.89596,             0.96286,             0.70871,            0.028589,            0.019574,           0.0035019,           0.0042969,           0.0042969,           0.0042969
                 194,            0.033622,            0.035275,           0.0059083,             0.93569,               0.897,             0.96183,               0.714,            0.027653,            0.019356,           0.0035346,           0.0042591,           0.0042591,           0.0042591
                 195,             0.03109,            0.035205,           0.0056518,             0.92496,             0.90002,             0.95149,             0.70256,            0.027942,             0.01942,           0.0035583,           0.0042215,           0.0042215,           0.0042215
                 196,            0.033664,            0.035648,           0.0059382,             0.91681,             0.90361,             0.94943,             0.70602,            0.027438,            0.019328,           0.0035922,            0.004184,            0.004184,            0.004184
                 197,            0.031961,             0.03405,           0.0058899,             0.92296,             0.90628,             0.95353,             0.73167,             0.02564,            0.019015,           0.0035734,           0.0041468,           0.0041468,           0.0041468
                 198,            0.031485,            0.035447,           0.0055499,             0.92483,             0.89924,             0.95135,              0.7266,            0.026614,            0.019174,           0.0035523,           0.0041098,           0.0041098,           0.0041098
                 199,            0.031549,            0.039545,           0.0051466,             0.92388,             0.90908,             0.95296,             0.73758,            0.025133,            0.018821,           0.0035362,            0.004073,            0.004073,            0.004073
                 200,            0.029957,            0.037046,           0.0050838,             0.92906,             0.89546,             0.95301,              0.7245,            0.026128,              0.0189,           0.0035111,           0.0040364,           0.0040364,           0.0040364
                 201,            0.031361,            0.034905,           0.0055319,             0.93916,             0.88129,             0.94913,              0.7218,            0.026248,            0.018946,           0.0034746,               0.004,               0.004,               0.004
                 202,             0.03093,             0.03474,           0.0051516,             0.92486,             0.88344,             0.94778,              0.6956,            0.029011,            0.019319,           0.0034695,           0.0039638,           0.0039638,           0.0039638
                 203,            0.031769,            0.037248,           0.0052346,              0.8853,              0.9189,             0.94947,             0.72853,            0.026207,            0.018709,             0.00342,           0.0039279,           0.0039279,           0.0039279
                 204,            0.032175,             0.03369,           0.0052157,             0.89968,             0.90759,             0.94947,             0.73907,            0.026749,            0.018496,           0.0033901,           0.0038922,           0.0038922,           0.0038922
                 205,            0.032247,            0.035368,           0.0053815,              0.8894,             0.92433,             0.95563,             0.71861,            0.027107,            0.018686,           0.0033828,           0.0038567,           0.0038567,           0.0038567
                 206,            0.032354,            0.034049,           0.0051807,             0.90589,             0.91564,              0.9538,             0.73675,            0.025728,            0.018469,           0.0033689,           0.0038214,           0.0038214,           0.0038214
                 207,            0.032294,            0.036423,           0.0048167,             0.89709,             0.92862,             0.95617,             0.73522,            0.025886,            0.018544,           0.0033436,           0.0037864,           0.0037864,           0.0037864
                 208,            0.031594,            0.034859,           0.0054085,             0.88791,             0.93557,             0.95559,             0.74001,            0.025576,            0.018649,           0.0033268,           0.0037517,           0.0037517,           0.0037517
                 209,            0.030074,            0.035742,           0.0049568,             0.89679,             0.92351,             0.95889,              0.7508,            0.025403,            0.018658,           0.0033251,           0.0037171,           0.0037171,           0.0037171
                 210,            0.029085,            0.033299,           0.0056117,             0.90385,             0.91941,             0.95638,             0.75314,            0.024315,            0.018511,           0.0033331,           0.0036829,           0.0036829,           0.0036829
                 211,            0.032042,             0.04129,           0.0057796,             0.89976,             0.93475,             0.95914,             0.76399,            0.023786,            0.018464,           0.0033132,           0.0036489,           0.0036489,           0.0036489
                 212,            0.030105,            0.033217,           0.0055986,             0.91369,             0.91769,             0.95635,             0.74259,            0.024442,            0.018702,           0.0032493,           0.0036151,           0.0036151,           0.0036151
                 213,            0.033193,             0.03401,           0.0058329,             0.93025,             0.90035,             0.95233,              0.7246,            0.027981,            0.019151,           0.0032012,           0.0035816,           0.0035816,           0.0035816
                 214,            0.033405,            0.036674,           0.0053365,              0.9265,              0.9061,             0.95636,             0.74208,            0.027656,             0.01896,           0.0032178,           0.0035484,           0.0035484,           0.0035484
                 215,            0.033369,            0.034342,           0.0050521,             0.92081,             0.90055,             0.95121,             0.74748,            0.026266,            0.018787,           0.0032532,           0.0035154,           0.0035154,           0.0035154
                 216,            0.033197,            0.037981,           0.0055392,             0.91772,             0.90331,             0.95382,             0.75334,            0.025558,            0.018724,           0.0033405,           0.0034827,           0.0034827,           0.0034827
                 217,            0.033847,             0.03418,           0.0057605,             0.91769,             0.90631,             0.95093,             0.75023,            0.025162,            0.018653,           0.0033913,           0.0034503,           0.0034503,           0.0034503
                 218,            0.030931,            0.034402,           0.0054432,             0.93751,             0.88626,             0.94969,               0.753,            0.025419,            0.018705,           0.0034293,           0.0034182,           0.0034182,           0.0034182
                 219,            0.029347,            0.033928,           0.0056075,             0.94474,             0.88841,             0.94948,             0.73653,            0.024913,            0.018602,           0.0034419,           0.0033863,           0.0033863,           0.0033863
                 220,            0.030708,            0.036501,           0.0055523,             0.95007,             0.89261,             0.95487,               0.758,            0.024942,            0.018628,           0.0034404,           0.0033548,           0.0033548,           0.0033548
                 221,            0.030211,            0.036788,            0.005479,             0.88819,              0.9477,             0.96419,             0.76755,            0.024445,            0.018377,           0.0034415,           0.0033235,           0.0033235,           0.0033235
                 222,            0.029246,             0.03563,           0.0056024,             0.88467,             0.94828,             0.96645,             0.77444,            0.023992,            0.018169,           0.0034502,           0.0032925,           0.0032925,           0.0032925
                 223,            0.029701,            0.035921,           0.0049091,              0.8902,             0.94541,             0.96615,             0.76211,            0.023772,            0.018146,           0.0034173,           0.0032618,           0.0032618,           0.0032618
                 224,            0.028786,            0.036834,           0.0055119,             0.87264,             0.93932,             0.96046,             0.75955,            0.024182,            0.018232,           0.0033743,           0.0032314,           0.0032314,           0.0032314
                 225,            0.028724,            0.033363,           0.0053592,             0.92696,             0.90818,             0.96242,             0.76029,             0.02383,              0.0181,           0.0033319,           0.0032013,           0.0032013,           0.0032013
                 226,            0.028111,            0.034011,           0.0046234,             0.92684,             0.90856,             0.95973,             0.76197,            0.024592,            0.018204,           0.0032926,           0.0031716,           0.0031716,           0.0031716
                 227,             0.03036,            0.036878,           0.0050141,             0.88327,             0.95077,             0.96178,             0.75933,            0.023972,             0.01809,           0.0032665,           0.0031421,           0.0031421,           0.0031421
                 228,            0.028862,            0.034286,           0.0049645,             0.89015,             0.95156,             0.96664,             0.77328,            0.023721,            0.017917,             0.00323,            0.003113,            0.003113,            0.003113
                 229,            0.027291,            0.034106,            0.005222,             0.89487,             0.94826,             0.96494,             0.76481,            0.023118,            0.017631,           0.0031768,           0.0030841,           0.0030841,           0.0030841
                 230,            0.029121,            0.034188,           0.0047584,             0.88638,             0.95039,             0.96466,             0.75312,            0.024695,            0.017886,           0.0031258,           0.0030556,           0.0030556,           0.0030556
                 231,            0.029736,            0.032699,           0.0054744,             0.91033,             0.95341,             0.96912,             0.76604,            0.023004,            0.017503,           0.0030491,           0.0030274,           0.0030274,           0.0030274
                 232,            0.029165,            0.033101,           0.0050761,             0.90931,             0.95667,             0.96858,             0.77029,            0.022958,            0.017474,            0.002994,           0.0029996,           0.0029996,           0.0029996
                 233,             0.03015,            0.034929,           0.0054998,             0.89958,             0.95525,             0.96502,             0.76614,             0.02383,            0.017638,           0.0029478,            0.002972,            0.002972,            0.002972
                 234,            0.029338,            0.038231,           0.0049268,             0.89741,             0.95698,             0.96589,             0.77634,             0.02285,            0.017476,           0.0029264,           0.0029448,           0.0029448,           0.0029448
                 235,            0.026645,            0.032203,           0.0049155,             0.93527,             0.92207,             0.96623,             0.77546,            0.023242,            0.017494,           0.0028985,           0.0029179,           0.0029179,           0.0029179
                 236,            0.030601,            0.037135,           0.0054042,             0.93303,             0.93012,             0.96876,             0.77768,            0.023745,            0.017708,           0.0028654,           0.0028914,           0.0028914,           0.0028914
                 237,            0.028608,             0.03316,           0.0049692,              0.9259,             0.93003,             0.96504,             0.78262,            0.023013,            0.017495,           0.0028572,           0.0028652,           0.0028652,           0.0028652
                 238,             0.02875,            0.034006,            0.004794,             0.92563,             0.92434,             0.96501,              0.7781,            0.023163,             0.01745,           0.0028568,           0.0028394,           0.0028394,           0.0028394
                 239,            0.026976,             0.03056,            0.004149,              0.9403,             0.90422,              0.9637,             0.78252,            0.023309,            0.017491,           0.0028696,           0.0028139,           0.0028139,           0.0028139
                 240,            0.028684,            0.035347,           0.0041981,              0.9425,             0.90874,             0.96741,               0.761,            0.024233,            0.017548,           0.0028721,           0.0027887,           0.0027887,           0.0027887
                 241,              0.0278,            0.031135,           0.0044914,             0.93018,             0.92405,             0.96787,             0.75048,            0.024426,            0.017863,           0.0028742,           0.0027639,           0.0027639,           0.0027639
                 242,            0.028172,            0.031522,           0.0051078,             0.93906,             0.91512,             0.96666,             0.76832,            0.023491,             0.01766,           0.0028896,           0.0027395,           0.0027395,           0.0027395
                 243,            0.027295,            0.034402,           0.0040547,             0.93799,             0.91487,             0.96377,              0.7721,            0.023173,            0.017526,             0.00289,           0.0027154,           0.0027154,           0.0027154
                 244,            0.030409,            0.036712,           0.0048683,             0.93519,             0.90937,             0.96248,             0.75954,            0.025529,            0.017808,            0.002882,           0.0026917,           0.0026917,           0.0026917
                 245,            0.030194,            0.032388,           0.0045968,             0.93022,             0.91752,             0.96502,             0.77973,            0.024076,            0.017502,           0.0028898,           0.0026683,           0.0026683,           0.0026683
                 246,            0.029047,            0.035345,           0.0047609,             0.92839,             0.91149,             0.96023,             0.75975,            0.024665,            0.017559,            0.002901,           0.0026453,           0.0026453,           0.0026453
                 247,            0.029927,            0.034616,           0.0048863,             0.93428,             0.91285,             0.96309,             0.77509,            0.023612,            0.017386,           0.0029156,           0.0026227,           0.0026227,           0.0026227
                 248,            0.030469,            0.032545,           0.0046926,             0.93722,             0.91048,              0.9641,             0.77579,            0.023942,            0.017303,           0.0029404,           0.0026004,           0.0026004,           0.0026004
                 249,            0.028591,            0.031618,            0.004394,             0.92944,             0.91818,             0.96403,             0.77543,            0.023171,            0.017261,           0.0029686,           0.0025785,           0.0025785,           0.0025785
                 250,            0.029446,            0.034822,           0.0044666,             0.92167,             0.92752,             0.96561,             0.77336,            0.023176,            0.017279,           0.0029713,            0.002557,            0.002557,            0.002557
                 251,            0.028478,             0.03226,           0.0043243,             0.93717,             0.91452,             0.96184,              0.7786,            0.022771,            0.017138,            0.002976,           0.0025359,           0.0025359,           0.0025359
                 252,            0.028091,            0.037336,           0.0049866,             0.93832,              0.9138,             0.96152,             0.78318,            0.022454,             0.01694,           0.0029608,           0.0025151,           0.0025151,           0.0025151
                 253,            0.028561,            0.035487,           0.0047185,             0.93756,             0.91171,             0.96068,             0.77667,            0.023172,            0.016932,            0.002932,           0.0024948,           0.0024948,           0.0024948
                 254,            0.028732,            0.032819,           0.0050732,             0.94812,             0.90117,             0.96129,             0.78606,            0.022079,            0.016656,           0.0029012,           0.0024748,           0.0024748,           0.0024748
                 255,             0.02696,             0.03284,           0.0049042,             0.94162,             0.90183,              0.9629,             0.78616,             0.02245,            0.016774,           0.0028542,           0.0024552,           0.0024552,           0.0024552
                 256,            0.028947,             0.03244,           0.0048122,             0.93149,              0.9087,               0.965,             0.79366,            0.021904,            0.016666,           0.0028093,            0.002436,            0.002436,            0.002436
                 257,            0.027438,            0.039267,           0.0049727,              0.9386,             0.90737,              0.9634,              0.7899,            0.021825,            0.016575,           0.0027805,           0.0024172,           0.0024172,           0.0024172
                 258,            0.026297,            0.031771,           0.0043227,             0.94196,             0.91344,             0.96576,             0.77888,            0.023307,             0.01685,           0.0027629,           0.0023987,           0.0023987,           0.0023987
                 259,            0.026847,            0.031896,            0.004794,             0.93857,             0.91313,             0.96737,               0.788,            0.022828,             0.01671,           0.0027641,           0.0023807,           0.0023807,           0.0023807
                 260,            0.027431,             0.02846,           0.0043772,             0.94121,             0.91319,             0.96764,             0.78645,            0.022987,            0.016843,            0.002758,           0.0023631,           0.0023631,           0.0023631
                 261,            0.028554,            0.031509,           0.0046538,             0.93916,             0.91433,             0.96656,              0.7858,            0.022245,             0.01679,           0.0027455,           0.0023458,           0.0023458,           0.0023458
                 262,            0.026642,            0.031903,           0.0043396,             0.94093,             0.91836,             0.96878,              0.7832,            0.022487,            0.016829,           0.0027271,            0.002329,            0.002329,            0.002329
                 263,            0.028002,            0.032629,           0.0045758,             0.93617,             0.91936,             0.96687,              0.7719,            0.022859,            0.016862,           0.0027032,           0.0023125,           0.0023125,           0.0023125
                 264,            0.028989,            0.032444,           0.0048214,              0.9382,             0.91732,             0.97008,             0.77588,            0.023123,             0.01692,            0.002695,           0.0022965,           0.0022965,           0.0022965
                 265,            0.026977,            0.033978,           0.0043756,             0.93392,             0.91939,             0.97081,             0.79135,            0.022315,            0.016764,           0.0026824,           0.0022809,           0.0022809,           0.0022809
                 266,            0.027411,            0.031118,           0.0042171,             0.93242,             0.91709,              0.9683,             0.77399,            0.022859,            0.016866,           0.0026864,           0.0022657,           0.0022657,           0.0022657
                 267,            0.027046,            0.028402,           0.0046516,             0.92629,             0.92036,             0.96668,             0.77712,            0.022415,            0.016793,           0.0026929,           0.0022509,           0.0022509,           0.0022509
                 268,            0.027538,            0.032599,            0.004051,             0.93084,             0.92086,             0.96829,             0.79149,             0.02207,            0.016682,           0.0027082,           0.0022365,           0.0022365,           0.0022365
                 269,            0.026319,            0.029113,           0.0043775,             0.93307,             0.92154,             0.96703,             0.78774,            0.022415,            0.016682,           0.0027101,           0.0022225,           0.0022225,           0.0022225
                 270,            0.026264,            0.031483,           0.0043916,             0.93576,             0.92523,             0.96865,              0.7872,             0.02159,            0.016556,           0.0027036,           0.0022089,           0.0022089,           0.0022089
                 271,            0.025597,            0.031076,           0.0040008,             0.94191,              0.9272,             0.97165,             0.79134,            0.021946,            0.016701,           0.0026914,           0.0021958,           0.0021958,           0.0021958
                 272,            0.025858,             0.03207,           0.0044749,             0.89405,             0.95417,              0.9688,             0.79309,            0.021983,            0.016768,            0.002679,            0.002183,            0.002183,            0.002183
                 273,            0.027294,            0.035306,           0.0042815,             0.93878,             0.92655,             0.97074,             0.78328,            0.022795,            0.016884,           0.0026647,           0.0021707,           0.0021707,           0.0021707
                 274,            0.028323,            0.029028,             0.00444,             0.93716,             0.92617,             0.96835,             0.79364,            0.022445,            0.016863,           0.0026535,           0.0021588,           0.0021588,           0.0021588
                 275,            0.027115,            0.031895,           0.0042451,             0.90521,             0.94924,             0.96919,             0.79124,            0.022059,            0.016637,           0.0026462,           0.0021473,           0.0021473,           0.0021473
                 276,            0.027414,            0.035347,           0.0044829,             0.91479,             0.95008,             0.97087,             0.79354,            0.022819,            0.016847,           0.0026282,           0.0021363,           0.0021363,           0.0021363
                 277,            0.027614,            0.033717,           0.0042196,             0.91598,             0.94841,             0.97002,             0.78758,            0.023552,            0.016853,            0.002613,           0.0021257,           0.0021257,           0.0021257
                 278,            0.026638,            0.027688,           0.0043649,             0.91883,             0.94296,             0.96857,             0.80113,             0.02184,            0.016606,           0.0026074,           0.0021155,           0.0021155,           0.0021155
                 279,            0.025021,            0.030649,           0.0040164,             0.91582,             0.94871,             0.96956,             0.79627,            0.021888,            0.016648,           0.0025988,           0.0021057,           0.0021057,           0.0021057
                 280,            0.027204,            0.033075,           0.0045445,             0.91093,             0.94636,             0.96795,             0.80189,            0.021869,            0.016675,           0.0025894,           0.0020963,           0.0020963,           0.0020963
                 281,            0.026739,            0.031955,           0.0041472,             0.90792,             0.94805,             0.96803,             0.79402,             0.02201,            0.016649,           0.0025855,           0.0020874,           0.0020874,           0.0020874
                 282,            0.025976,            0.032074,           0.0039785,             0.90127,             0.94792,             0.96607,             0.79679,            0.022531,            0.016654,           0.0025883,           0.0020789,           0.0020789,           0.0020789
                 283,            0.029425,            0.030525,           0.0043423,             0.89793,             0.94717,             0.96627,             0.79481,            0.022334,            0.016553,           0.0025938,           0.0020709,           0.0020709,           0.0020709
                 284,            0.027261,            0.034888,           0.0041095,             0.88924,             0.94592,             0.96785,             0.79161,            0.022549,            0.016589,           0.0025942,           0.0020632,           0.0020632,           0.0020632
                 285,            0.027315,            0.032375,           0.0037865,             0.89925,             0.95475,             0.97056,             0.79866,            0.021784,            0.016474,           0.0026027,            0.002056,            0.002056,            0.002056
                 286,            0.028011,            0.035266,           0.0041413,             0.89571,             0.95309,             0.96839,               0.792,            0.022166,            0.016588,           0.0026167,           0.0020492,           0.0020492,           0.0020492
                 287,            0.026376,            0.031905,           0.0041775,               0.894,             0.95695,             0.97056,              0.7965,            0.022355,            0.016524,            0.002625,           0.0020429,           0.0020429,           0.0020429
                 288,            0.026017,            0.032924,           0.0042749,             0.89109,             0.95489,             0.96845,             0.80227,            0.021672,            0.016359,           0.0026277,            0.002037,            0.002037,            0.002037
                 289,             0.02632,            0.031942,           0.0038846,             0.94162,             0.91857,             0.96984,             0.79819,            0.021394,            0.016339,           0.0026355,           0.0020315,           0.0020315,           0.0020315
                 290,            0.025781,            0.033242,           0.0039212,                0.94,             0.92776,             0.97166,             0.79971,             0.02153,            0.016376,           0.0026446,           0.0020265,           0.0020265,           0.0020265
                 291,            0.027145,            0.035846,           0.0042872,             0.93507,             0.92183,             0.96768,             0.79558,             0.02212,            0.016543,           0.0026407,           0.0020219,           0.0020219,           0.0020219
                 292,            0.026938,            0.031144,           0.0044162,             0.94344,             0.91533,             0.96776,             0.79013,            0.021918,            0.016511,           0.0026199,           0.0020178,           0.0020178,           0.0020178
                 293,            0.026944,            0.033084,           0.0046794,             0.94371,             0.91843,             0.96928,             0.78551,            0.022647,            0.016741,           0.0026044,            0.002014,            0.002014,            0.002014
                 294,            0.028698,            0.037741,           0.0047956,             0.94686,             0.91857,             0.96563,             0.80007,            0.021677,            0.016395,            0.002605,           0.0020107,           0.0020107,           0.0020107
                 295,            0.026522,            0.032248,           0.0038429,             0.94421,             0.92236,             0.96537,             0.79243,            0.021903,            0.016475,           0.0026141,           0.0020079,           0.0020079,           0.0020079
                 296,            0.027159,            0.031345,           0.0041736,             0.94977,             0.92262,             0.96703,             0.79924,            0.021738,            0.016342,           0.0026158,           0.0020055,           0.0020055,           0.0020055
                 297,            0.026997,            0.032824,           0.0038563,               0.947,             0.92086,             0.96505,             0.79498,            0.022278,             0.01633,           0.0026148,           0.0020035,           0.0020035,           0.0020035
                 298,            0.028299,            0.030911,           0.0044366,              0.9023,              0.9527,             0.96682,             0.80534,            0.021465,            0.016211,            0.002612,            0.002002,            0.002002,            0.002002
                 299,            0.025634,            0.029854,           0.0042893,             0.90387,             0.94788,             0.96384,             0.79612,            0.021972,            0.016253,            0.002611,           0.0020009,           0.0020009,           0.0020009
